CO2ePrices																															
2020-2050																															
Default	0.028163194	0.029571644	0.031184347	0.032603379	0.034233885	0.035945933	0.037743601	0.039703028	0.041613138	0.043694225	0.045879388	0.048173831	0.050632516	0.053112693	0.055768876	0.058557896	0.061486396	0.064662696	0.067790085	0.071180289	0.074740039	0.078477813	0.082600454	0.08652349	0.090850559	0.095394025	0.100164711	0.105154585	0.110433767	0.115956595	0.121755623
Low	0.019281389	0.020251732	0.021365578	0.022341375	0.023465713	0.024646634	0.025886985	0.027216678	0.028558092	0.029995289	0.031504813	0.033090304	0.034777741	0.036504675	0.038341786	0.040271351	0.042298022	0.04449911	0.046662476	0.049010782	0.051477268	0.054067881	0.056974494	0.059646789	0.062648537	0.065801348	0.069112825	0.072707888	0.076244122	0.080081136	0.084111249
High	0.092337372	0.09691642	0.102231463	0.106767007	0.112061627	0.117618809	0.123451573	0.129986048	0.135999194	0.142743449	0.149822155	0.157251897	0.164807918	0.173234984	0.181825777	0.190842591	0.200306553	0.210149849	0.220665716	0.231608619	0.243094185	0.255149324	0.267799072	0.281082708	0.295021714	0.309651961	0.325007728	0.340581294	0.358041521	0.375796946	0.394432869
																															
CO2FutureEmissions																															
2020-2050																															
Default	0.801000125	0.780086251	0.759172376	0.738258502	0.717344628	0.696430754	0.671724021	0.647017289	0.622310556	0.597603823	0.572897091	0.554770529	0.536643966	0.518517404	0.500390842	0.482264279	0.461419799	0.440575319	0.419730839	0.398886359	0.378041879	0.353949375	0.329856871	0.305764367	0.281671863	0.25757936	0.235348691	0.213118023	0.190887354	0.168656685	0.146426017
Low	0.799513273	0.77840412	0.757294967	0.736185814	0.715076661	0.693967508	0.668641857	0.643316205	0.617990553	0.592664902	0.56733925	0.54827834	0.529217431	0.510156521	0.491095612	0.472034703	0.451302038	0.430569374	0.409836709	0.389104045	0.368371381	0.344505069	0.320638758	0.296772446	0.272906135	0.249039824	0.226722327	0.204404831	0.182087335	0.159769839	0.137452343
High	0.750783776	0.727183844	0.703583911	0.679983978	0.656384046	0.632784113	0.613695179	0.594606246	0.575517312	0.556428379	0.537339445	0.515786407	0.49423337	0.472680332	0.451127294	0.429574257	0.403885785	0.378197314	0.352508842	0.326820371	0.301131899	0.26667537	0.232218841	0.197762311	0.163305782	0.128849253	0.12532645	0.121803648	0.118280846	0.114758044	0.111235241
																															
																															
CO2Factors																															
AK	147.127																														
AL	181.585																														
AR	166.582																														
AZ	156.76																														
CA	73.028																														
CO	258.662																														
CT	109.053																														
DC	328.827																														
DE	273.028																														
FL	181.436																														
GA	189.964																														
HI	234.898																														
IA	258.262																														
ID	18.211																														
IL	152.466																														
IN	282.711																														
KS	256.592																														
KY	278.633																														
LA	158.969																														
MA	171.03																														
MD	183.182																														
ME	101.646																														
MI	182.568																														
MN	216.08																														
MO	250.097																														
MS	165.904																														
MT	215.616																														
NC	165.932																														
ND	314.797																														
NE	217.459																														
NH	106.979																														
NJ	97.325																														
NM	262.082																														
NV	194.867																														
NY	112.117																														
OH	239.948																														
OK	211.407																														
OR	54.324																														
PA	168.564																														
RI	130.099																														
SC	121.067																														
SD	159.96																														
TN	170.529																														
TX	183.265																														
UT	284.776																														
VA	162.099																														
VT	1.373																														
WA	44.897																														
WI	232.931																														
WV	261.116																														
WY	304.866																														
DistOil	68.78																														
ResidOil	74.58																														
NatGas	50.06																														
LPG	59.45																														
Coal	90.3																														
