CO2ePrices
2021-2051
Default	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.06	0.07	0.07	0.07	0.08	0.08	0.09	0.09	0.10	0.10	0.10	0.11	0.12	0.12	0.14
Low	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.07	0.07	0.07	0.08	0.08	0.08	0.06
High	0.10	0.10	0.11	0.11	0.12	0.12	0.13	0.14	0.14	0.15	0.16	0.16	0.17	0.18	0.19	0.20	0.21	0.22	0.23	0.24	0.25	0.27	0.28	0.29	0.31	0.32	0.34	0.36	0.38	0.39	0.45

CO2FutureEmissions
2021-2051
Default	0.7831	0.7592	0.7383	0.7173	0.6964	0.6717	0.6470	0.6223	0.5976	0.5729	0.5548	0.5366	0.5185	0.5004	0.4823	0.4614	0.4406	0.4197	0.3989	0.3780	0.3539	0.3299	0.3058	0.2817	0.2576	0.2353	0.2131	0.1909	0.1687	0.1464	0.1242
Low	0.7814	0.7573	0.7362	0.7151	0.6940	0.6686	0.6433	0.6180	0.5927	0.5673	0.5483	0.5292	0.5102	0.4911	0.4720	0.4513	0.4306	0.4098	0.3891	0.3684	0.3445	0.3206	0.2968	0.2729	0.2490	0.2267	0.2044	0.1821	0.1598	0.1375	0.1151
High	0.7300	0.7036	0.6800	0.6564	0.6328	0.6137	0.5946	0.5755	0.5564	0.5373	0.5158	0.4942	0.4727	0.4511	0.4296	0.4039	0.3782	0.3525	0.3268	0.3011	0.2667	0.2322	0.1978	0.1633	0.1288	0.1253	0.1218	0.1183	0.1148	0.1112	0.1077


CO2Factors
AK	114.9093562
AL	109.4048303
AR	153.6111363
AZ	122.5020664
CA	53.17530517
CO	172.7914865
CT	64.19443688
DC	55.44845626
DE	113.4478918
FL	119.4124407
GA	117.4133378
HI	192.1213977
IA	135.7467215
ID	20.24743718
IL	103.1357414
IN	220.3125787
KS	125.5707763
KY	231.2917687
LA	105.7673602
MA	92.46361144
MD	105.9859687
ME	33.7956243
MI	140.5853418
MN	126.3906529
MO	215.8231022
MS	115.858382
MT	146.9063423
NC	101.3126594
ND	191.1218462
NE	178.6069783
NH	38.53243723
NJ	63.26935095
NM	168.8918121
NV	94.07350288
NY	52.75371194
OH	167.5594968
OK	112.5655196
OR	39.58390033
PA	99.39369198
RI	109.4650579
SC	79.9544135
SD	65.5179322
TN	94.29211144
TX	123.9405989
UT	202.7767698
VA	93.59773
VT	7.245834467
WA	25.20512665
WI	175.9268499
WV	247.1422127
WY	260.0318022
DistOil	69.667
ResidOil	69.364
NatGas	50.333
LPG	58.492
Coal	89.095
