CO2ePrices																																		
2023-2053																																		
DC	1.000	0.929	0.858	0.787	0.700	0.613	0.597	0.582	0.585	0.587	0.590	0.592	0.595	0.599	0.604	0.609	0.613	0.618	0.619	0.620	0.621	0.622	0.623	0.622	0.621	0.620	0.619	0.618	0.617	0.616	0.615			
DE	1.000	0.957	0.914	0.870	0.815	0.760	0.784	0.809	0.825	0.840	0.856	0.871	0.887	0.900	0.913	0.927	0.940	0.953	0.952	0.951	0.950	0.948	0.947	0.943	0.938	0.933	0.929	0.924	0.920	0.915	0.911			
FL	1.000	0.907	0.814	0.721	0.636	0.552	0.591	0.631	0.662	0.694	0.725	0.757	0.789	0.820	0.851	0.882	0.914	0.945	0.970	0.994	1.019	1.044	1.069	1.078	1.087	1.096	1.105	1.114	1.123	1.132	1.141			
GA	1.000	0.905	0.811	0.716	0.656	0.596	0.688	0.780	0.824	0.869	0.913	0.957	1.001	1.022	1.042	1.063	1.083	1.104	1.080	1.056	1.032	1.008	0.984	0.967	0.950	0.933	0.916	0.899	0.883	0.867	0.852			
HI	1.000	0.909	0.819	0.728	0.645	0.563	0.554	0.544	0.553	0.562	0.571	0.580	0.588	0.592	0.595	0.599	0.602	0.606	0.597	0.589	0.581	0.572	0.564	0.557	0.549	0.541	0.534	0.526	0.519	0.512	0.505			
IA	1.000	0.831	0.662	0.493	0.400	0.308	0.337	0.367	0.388	0.409	0.430	0.451	0.472	0.487	0.502	0.517	0.532	0.547	0.551	0.554	0.558	0.561	0.565	0.567	0.570	0.572	0.575	0.578	0.580	0.583	0.586			
ID	1.000	0.879	0.758	0.636	0.539	0.441	0.405	0.369	0.389	0.409	0.429	0.449	0.469	0.489	0.509	0.528	0.548	0.568	0.566	0.564	0.561	0.559	0.557	0.562	0.567	0.573	0.578	0.583	0.589	0.594	0.600			
IL	1.000	0.934	0.869	0.803	0.723	0.642	0.622	0.603	0.611	0.620	0.628	0.637	0.645	0.626	0.608	0.589	0.570	0.551	0.509	0.466	0.424	0.382	0.340	0.301	0.263	0.225	0.186	0.148	0.126	0.106	0.090			
IN	1.000	0.976	0.952	0.929	0.882	0.835	0.832	0.829	0.833	0.837	0.842	0.846	0.851	0.857	0.864	0.870	0.877	0.883	0.882	0.881	0.880	0.879	0.877	0.875	0.873	0.871	0.868	0.866	0.864	0.862	0.860			
KS	1.000	0.841	0.682	0.522	0.381	0.239	0.248	0.257	0.275	0.294	0.312	0.330	0.348	0.364	0.380	0.395	0.411	0.427	0.434	0.441	0.447	0.454	0.461	0.465	0.468	0.471	0.475	0.478	0.481	0.485	0.488			
KY	1.000	0.989	0.977	0.966	0.972	0.978	1.061	1.144	1.170	1.196	1.221	1.247	1.273	1.271	1.269	1.267	1.264	1.262	1.246	1.230	1.214	1.198	1.182	1.164	1.146	1.128	1.110	1.092	1.075	1.058	1.042			
LA	1.000	0.963	0.925	0.888	0.831	0.774	0.765	0.757	0.747	0.737	0.727	0.717	0.706	0.694	0.681	0.668	0.656	0.643	0.618	0.593	0.567	0.542	0.517	0.507	0.497	0.487	0.477	0.467	0.457	0.448	0.439			
MA	1.000	0.934	0.868	0.802	0.730	0.659	0.605	0.552	0.537	0.521	0.506	0.491	0.476	0.466	0.456	0.446	0.436	0.426	0.414	0.403	0.391	0.379	0.367	0.362	0.357	0.351	0.346	0.340	0.335	0.330	0.325			
MD	1.000	0.929	0.858	0.787	0.700	0.613	0.597	0.582	0.585	0.587	0.590	0.592	0.595	0.599	0.604	0.609	0.613	0.618	0.619	0.620	0.621	0.622	0.623	0.622	0.621	0.620	0.619	0.618	0.617	0.616	0.615			
ME	1.000	0.923	0.846	0.769	0.687	0.605	0.569	0.534	0.529	0.524	0.519	0.515	0.510	0.514	0.519	0.524	0.528	0.533	0.536	0.540	0.543	0.546	0.550	0.552	0.555	0.557	0.560	0.562	0.565	0.567	0.570			
MI	1.000	0.985	0.971	0.956	0.949	0.941	0.941	0.940	0.947	0.954	0.961	0.968	0.975	0.976	0.977	0.979	0.980	0.981	0.980	0.979	0.977	0.976	0.975	0.968	0.962	0.955	0.948	0.942	0.935	0.929	0.922			
MN	1.000	0.824	0.649	0.473	0.370	0.268	0.292	0.316	0.333	0.349	0.366	0.383	0.399	0.410	0.421	0.431	0.442	0.453	0.453	0.452	0.452	0.452	0.452	0.453	0.455	0.456	0.457	0.458	0.459	0.460	0.462			
MO	1.000	0.877	0.755	0.632	0.524	0.415	0.391	0.368	0.385	0.403	0.421	0.438	0.456	0.460	0.463	0.466	0.470	0.473	0.475	0.477	0.478	0.480	0.482	0.472	0.463	0.453	0.443	0.434	0.425	0.416	0.407			
MS	1.000	0.968	0.935	0.903	0.858	0.814	0.823	0.832	0.829	0.826	0.823	0.819	0.816	0.805	0.794	0.784	0.773	0.762	0.738	0.714	0.691	0.667	0.643	0.632	0.620	0.608	0.596	0.585	0.574	0.563	0.552			
MT	1.000	0.880	0.760	0.640	0.544	0.448	0.413	0.377	0.397	0.416	0.435	0.455	0.474	0.493	0.513	0.532	0.552	0.571	0.569	0.566	0.564	0.562	0.559	0.564	0.569	0.575	0.580	0.585	0.590	0.595	0.600			
NC	1.000	0.882	0.764	0.646	0.555	0.464	0.445	0.425	0.411	0.398	0.385	0.371	0.358	0.338	0.319	0.300	0.280	0.261	0.233	0.205	0.178	0.150	0.123	0.109	0.096	0.083	0.070	0.056	0.048	0.041	0.035			
ND	1.000	0.830	0.661	0.491	0.399	0.307	0.337	0.366	0.388	0.409	0.430	0.451	0.472	0.487	0.502	0.517	0.532	0.547	0.550	0.554	0.557	0.561	0.564	0.567	0.569	0.572	0.574	0.577	0.579	0.582	0.584			
NE	1.000	0.838	0.675	0.513	0.420	0.328	0.350	0.372	0.391	0.410	0.430	0.449	0.468	0.483	0.498	0.512	0.527	0.542	0.546	0.549	0.553	0.557	0.560	0.564	0.567	0.570	0.573	0.576	0.580	0.583	0.586			
NH	1.000	0.971	0.941	0.912	0.909	0.907	0.915	0.924	0.926	0.929	0.931	0.934	0.936	0.923	0.909	0.896	0.883	0.869	0.846	0.823	0.801	0.778	0.755	0.742	0.729	0.717	0.704	0.691	0.679	0.668	0.656			
NJ	1.000	0.943	0.885	0.828	0.745	0.662	0.659	0.655	0.657	0.659	0.662	0.664	0.666	0.675	0.684	0.694	0.703	0.712	0.715	0.717	0.719	0.722	0.724	0.724	0.724	0.725	0.725	0.725	0.725	0.725	0.725			
NM	1.000	0.845	0.690	0.535	0.437	0.339	0.270	0.201	0.211	0.220	0.229	0.239	0.248	0.250	0.252	0.254	0.256	0.259	0.240	0.221	0.203	0.184	0.165	0.152	0.139	0.126	0.112	0.099	0.089	0.081	0.073			
NV	1.000	0.856	0.713	0.569	0.474	0.378	0.320	0.263	0.280	0.297	0.313	0.330	0.347	0.364	0.381	0.397	0.414	0.431	0.432	0.434	0.436	0.437	0.439	0.441	0.444	0.446	0.449	0.452	0.454	0.457	0.459			
NY	1.000	0.938	0.875	0.813	0.673	0.533	0.422	0.311	0.268	0.225	0.182	0.138	0.095	0.082	0.068	0.055	0.041	0.027	0.022	0.016	0.011	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
OH	1.000	0.977	0.954	0.932	0.885	0.839	0.836	0.833	0.838	0.842	0.847	0.851	0.856	0.862	0.869	0.876	0.883	0.889	0.888	0.887	0.886	0.884	0.883	0.881	0.879	0.877	0.874	0.872	0.870	0.868	0.865			
OK	1.000	0.871	0.742	0.613	0.501	0.388	0.328	0.267	0.280	0.293	0.305	0.318	0.331	0.347	0.364	0.380	0.396	0.413	0.420	0.428	0.435	0.443	0.450	0.450	0.450	0.449	0.449	0.449	0.449	0.448	0.448			
OR	1.000	0.880	0.760	0.640	0.532	0.424	0.308	0.192	0.178	0.163	0.149	0.134	0.120	0.104	0.089	0.074	0.059	0.043	0.035	0.026	0.017	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
PA	1.000	0.961	0.923	0.884	0.831	0.779	0.798	0.817	0.831	0.844	0.858	0.872	0.885	0.898	0.911	0.923	0.936	0.949	0.948	0.948	0.948	0.947	0.947	0.943	0.940	0.937	0.933	0.930	0.927	0.923	0.920			
RI	1.000	0.919	0.837	0.756	0.659	0.562	0.441	0.320	0.283	0.246	0.210	0.173	0.136	0.112	0.088	0.063	0.039	0.014	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015	0.015			
SC	1.000	0.888	0.777	0.665	0.599	0.533	0.553	0.573	0.600	0.627	0.653	0.680	0.706	0.732	0.758	0.783	0.809	0.835	0.845	0.854	0.864	0.874	0.884	0.884	0.883	0.883	0.883	0.882	0.882	0.881	0.881			
SD	1.000	0.845	0.690	0.535	0.440	0.346	0.362	0.377	0.396	0.414	0.432	0.450	0.469	0.484	0.499	0.515	0.530	0.546	0.549	0.551	0.554	0.557	0.560	0.564	0.568	0.571	0.575	0.579	0.583	0.586	0.590			
TN	1.000	0.989	0.978	0.966	0.977	0.987	1.078	1.168	1.196	1.223	1.251	1.278	1.306	1.302	1.299	1.296	1.293	1.289	1.272	1.255	1.237	1.220	1.203	1.183	1.164	1.145	1.126	1.106	1.088	1.070	1.053			
TX	1.000	0.858	0.717	0.575	0.422	0.269	0.223	0.177	0.192	0.207	0.222	0.237	0.251	0.264	0.276	0.288	0.301	0.313	0.307	0.301	0.295	0.289	0.283	0.271	0.259	0.246	0.234	0.222	0.211	0.201	0.191			
UT	1.000	0.880	0.760	0.640	0.543	0.446	0.410	0.374	0.393	0.413	0.433	0.452	0.472	0.492	0.512	0.531	0.551	0.571	0.569	0.566	0.564	0.562	0.559	0.565	0.570	0.575	0.580	0.585	0.591	0.596	0.602			
VA	1.000	0.898	0.795	0.693	0.619	0.546	0.549	0.552	0.544	0.537	0.529	0.522	0.514	0.482	0.451	0.419	0.387	0.355	0.314	0.274	0.234	0.194	0.154	0.129	0.104	0.079	0.055	0.030	0.022	0.016	0.012			
VT	1.000	0.952	0.904	0.856	0.811	0.766	0.742	0.717	0.710	0.702	0.694	0.687	0.679	0.678	0.677	0.677	0.676	0.675	0.680	0.684	0.688	0.692	0.697	0.700	0.703	0.706	0.709	0.712	0.716	0.719	0.722			
WA	1.000	0.865	0.730	0.595	0.455	0.315	0.205	0.095	0.076	0.057	0.038	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
WI	1.000	0.925	0.849	0.774	0.716	0.657	0.654	0.651	0.658	0.666	0.674	0.682	0.690	0.696	0.702	0.709	0.715	0.722	0.727	0.731	0.736	0.741	0.746	0.747	0.747	0.747	0.748	0.748	0.748	0.749	0.749			
WV	1.000	0.976	0.952	0.929	0.881	0.833	0.831	0.829	0.833	0.838	0.842	0.847	0.852	0.858	0.865	0.871	0.878	0.885	0.883	0.882	0.880	0.879	0.878	0.875	0.873	0.870	0.868	0.865	0.863	0.861	0.858			
WY	1.000	0.894	0.789	0.683	0.582	0.481	0.438	0.395	0.406	0.417	0.428	0.439	0.450	0.468	0.486	0.503	0.521	0.539	0.538	0.537	0.536	0.535	0.534	0.541	0.548	0.555	0.562	0.569	0.577	0.584	0.592			
																																		
CO2Factors																																		
AK	129.0023041																																	
AL	128.5763832																																	
AR	155.9176048																																	
AZ	125.0988395																																	
CA	78.06699264																																	
CO	133.908617																																	
CT	123.1050478																																	
DC	136.2888024																																	
DE	137.2779704																																	
FL	99.17954697																																	
GA	126.984441																																	
HI	209.0573127																																	
IA	106.7683202																																	
ID	130.6010865																																	
IL	144.4648941																																	
IN	143.6302836																																	
KS	130.1528697																																	
KY	116.4436196																																	
LA	161.28075																																	
MA	128.2981797																																	
MD	136.2888024																																	
ME	94.62010076																																	
MI	136.2269794																																	
MN	107.0310679																																	
MO	140.9409831																																	
MS	149.9362296																																	
MT	130.8020112																																	
NC	131.5438872																																	
ND	107.3865502																																	
NE	108.3448067																																	
NH	131.621166																																	
NJ	134.5577584																																	
NM	123.7232778																																	
NV	118.6383361																																	
NY	101.3124405																																	
OH	142.8574961																																	
OK	142.8111289																																	
OR	129.5346397																																	
PA	138.8853684																																	
RI	128.1745337																																	
SC	131.744812																																	
SD	111.1422974																																	
TN	114.8516774																																	
TX	112.5333149																																	
UT	130.9874802																																	
VA	135.5005592																																	
VT	67.34070222																																	
WA	101.1424272																																	
WI	126.2734765																																	
WV	144.0475889																																	
WY	135.3769132																																	
DistOil	78.123																																	
ResidOil	79.325																																	
NatGas	56.007																																	
LPG	65.199																																	
Coal	100.209																																	
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
