CO2ePrices																																		
2024-2054																																		
KY	1.000	0.988	0.977	0.983	0.989	1.073	1.157	1.183	1.209	1.236	1.262	1.288	1.286	1.283	1.281	1.279	1.277	1.261	1.244	1.228	1.212	1.195	1.177	1.159	1.141	1.123	1.105	1.087	1.070	1.053	1.037			
LA	1.000	0.961	0.923	0.863	0.804	0.795	0.786	0.776	0.765	0.755	0.744	0.734	0.721	0.707	0.694	0.681	0.668	0.642	0.615	0.589	0.563	0.537	0.527	0.516	0.506	0.495	0.485	0.475	0.465	0.456	0.446			
MA	1.000	0.929	0.858	0.782	0.706	0.648	0.591	0.575	0.558	0.542	0.526	0.509	0.499	0.488	0.477	0.467	0.456	0.444	0.431	0.419	0.406	0.393	0.388	0.382	0.376	0.370	0.365	0.359	0.354	0.348	0.343			
MD	1.000	0.924	0.847	0.753	0.659	0.643	0.626	0.629	0.632	0.635	0.637	0.640	0.645	0.650	0.655	0.660	0.665	0.666	0.667	0.669	0.670	0.671	0.670	0.668	0.667	0.666	0.665	0.664	0.663	0.662	0.661			
ME	1.000	0.916	0.833	0.744	0.655	0.617	0.579	0.573	0.568	0.563	0.558	0.552	0.557	0.562	0.568	0.573	0.578	0.581	0.585	0.589	0.592	0.596	0.598	0.601	0.604	0.607	0.609	0.612	0.615	0.617	0.620			
MI	1.000	0.985	0.970	0.963	0.956	0.955	0.954	0.961	0.968	0.975	0.982	0.989	0.991	0.992	0.993	0.995	0.996	0.995	0.993	0.992	0.991	0.990	0.983	0.976	0.969	0.963	0.956	0.949	0.943	0.936	0.929			
MN	1.000	0.787	0.574	0.449	0.325	0.354	0.384	0.404	0.424	0.444	0.464	0.484	0.497	0.510	0.523	0.536	0.549	0.549	0.549	0.549	0.549	0.549	0.550	0.552	0.553	0.554	0.556	0.557	0.559	0.560	0.561			
MO	1.000	0.860	0.720	0.597	0.473	0.446	0.419	0.439	0.459	0.480	0.500	0.520	0.524	0.528	0.531	0.535	0.539	0.541	0.543	0.545	0.547	0.550	0.538	0.527	0.516	0.505	0.494	0.484	0.474	0.463	0.454			
MS	1.000	0.966	0.933	0.887	0.841	0.851	0.860	0.857	0.854	0.850	0.847	0.844	0.832	0.821	0.810	0.799	0.787	0.763	0.738	0.714	0.689	0.665	0.653	0.641	0.629	0.616	0.604	0.593	0.581	0.570	0.559			
MT	1.000	0.864	0.727	0.618	0.509	0.469	0.429	0.451	0.473	0.495	0.517	0.539	0.561	0.583	0.605	0.627	0.649	0.646	0.644	0.641	0.638	0.636	0.641	0.647	0.653	0.659	0.664	0.670	0.676	0.682	0.688			
NC	1.000	0.866	0.733	0.630	0.526	0.504	0.482	0.466	0.451	0.436	0.421	0.406	0.384	0.362	0.340	0.317	0.295	0.264	0.233	0.202	0.170	0.139	0.124	0.109	0.094	0.079	0.064	0.054	0.046	0.039	0.033			
ND	1.000	0.796	0.592	0.481	0.370	0.406	0.441	0.467	0.492	0.517	0.543	0.568	0.586	0.604	0.622	0.640	0.659	0.663	0.667	0.671	0.675	0.680	0.683	0.686	0.689	0.692	0.695	0.698	0.701	0.704	0.707			
NE	1.000	0.806	0.612	0.502	0.391	0.418	0.444	0.467	0.490	0.513	0.536	0.559	0.576	0.594	0.612	0.629	0.647	0.651	0.656	0.660	0.665	0.669	0.673	0.677	0.680	0.684	0.688	0.692	0.696	0.700	0.704			
NH	1.000	0.970	0.940	0.937	0.934	0.943	0.952	0.954	0.957	0.959	0.962	0.964	0.951	0.937	0.923	0.909	0.895	0.872	0.848	0.825	0.801	0.778	0.765	0.752	0.738	0.725	0.712	0.700	0.688	0.675	0.664			
NJ	1.000	0.939	0.878	0.790	0.702	0.699	0.695	0.697	0.700	0.702	0.704	0.707	0.716	0.726	0.736	0.746	0.756	0.758	0.761	0.763	0.766	0.768	0.768	0.769	0.769	0.769	0.769	0.769	0.769	0.769	0.770			
NM	1.000	0.817	0.633	0.517	0.401	0.320	0.238	0.249	0.260	0.271	0.282	0.293	0.296	0.298	0.301	0.303	0.306	0.284	0.262	0.240	0.218	0.196	0.180	0.164	0.149	0.133	0.117	0.105	0.094	0.085	0.076			
NV	1.000	0.832	0.665	0.553	0.441	0.374	0.307	0.326	0.346	0.366	0.386	0.406	0.425	0.444	0.464	0.483	0.503	0.505	0.507	0.509	0.510	0.512	0.515	0.518	0.521	0.524	0.527	0.530	0.533	0.536	0.539			
NY	1.000	0.933	0.867	0.718	0.568	0.450	0.332	0.286	0.240	0.194	0.148	0.102	0.087	0.073	0.058	0.044	0.029	0.023	0.018	0.012	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
OH	1.000	0.977	0.953	0.906	0.858	0.856	0.853	0.858	0.862	0.867	0.871	0.876	0.883	0.890	0.896	0.903	0.910	0.909	0.908	0.906	0.905	0.904	0.902	0.899	0.897	0.895	0.892	0.890	0.888	0.886	0.883			
OK	1.000	0.852	0.704	0.575	0.446	0.376	0.307	0.321	0.336	0.350	0.365	0.379	0.398	0.417	0.436	0.455	0.474	0.483	0.491	0.500	0.508	0.517	0.517	0.516	0.516	0.516	0.515	0.515	0.515	0.515	0.514			
OR	1.000	0.864	0.727	0.605	0.482	0.350	0.219	0.202	0.185	0.169	0.152	0.136	0.119	0.101	0.084	0.067	0.049	0.039	0.030	0.020	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
PA	1.000	0.960	0.919	0.865	0.810	0.830	0.850	0.864	0.878	0.893	0.907	0.921	0.934	0.947	0.961	0.974	0.987	0.987	0.986	0.986	0.985	0.985	0.981	0.978	0.974	0.971	0.967	0.964	0.960	0.957	0.953			
RI	1.000	0.911	0.823	0.718	0.612	0.480	0.348	0.308	0.268	0.228	0.188	0.148	0.122	0.095	0.069	0.042	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.016	0.017	0.017	0.017	0.017	0.017			
SC	1.000	0.874	0.749	0.674	0.600	0.623	0.645	0.675	0.705	0.735	0.765	0.795	0.824	0.853	0.882	0.911	0.940	0.951	0.962	0.973	0.984	0.996	0.995	0.995	0.994	0.994	0.993	0.993	0.992	0.992	0.991			
SD	1.000	0.816	0.633	0.521	0.409	0.428	0.447	0.468	0.490	0.511	0.533	0.555	0.573	0.591	0.609	0.628	0.646	0.649	0.653	0.656	0.660	0.663	0.667	0.672	0.676	0.681	0.685	0.689	0.694	0.699	0.703			
TN	1.000	0.989	0.977	0.988	0.999	1.090	1.182	1.209	1.237	1.265	1.293	1.320	1.317	1.314	1.311	1.307	1.304	1.286	1.269	1.251	1.234	1.216	1.197	1.177	1.158	1.138	1.119	1.100	1.082	1.064	1.046			
TX	1.000	0.835	0.670	0.492	0.314	0.260	0.207	0.224	0.241	0.258	0.276	0.293	0.307	0.321	0.336	0.350	0.364	0.358	0.351	0.344	0.337	0.330	0.316	0.301	0.287	0.273	0.258	0.246	0.234	0.222	0.211			
UT	1.000	0.864	0.727	0.617	0.507	0.466	0.425	0.447	0.469	0.492	0.514	0.536	0.559	0.581	0.604	0.626	0.649	0.646	0.644	0.641	0.638	0.636	0.642	0.647	0.653	0.659	0.665	0.671	0.678	0.684	0.690			
VA	1.000	0.886	0.772	0.690	0.608	0.611	0.615	0.606	0.598	0.590	0.581	0.573	0.537	0.502	0.466	0.431	0.395	0.350	0.306	0.261	0.216	0.171	0.144	0.116	0.089	0.061	0.034	0.024	0.017	0.012	0.008			
VT	1.000	0.950	0.899	0.852	0.804	0.779	0.754	0.746	0.737	0.729	0.721	0.713	0.712	0.712	0.711	0.710	0.709	0.714	0.718	0.723	0.727	0.732	0.735	0.738	0.742	0.745	0.748	0.752	0.755	0.758	0.762			
WA	1.000	0.844	0.688	0.526	0.364	0.237	0.110	0.088	0.066	0.044	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			
WI	1.000	0.918	0.837	0.774	0.711	0.707	0.704	0.712	0.721	0.729	0.737	0.746	0.753	0.760	0.767	0.774	0.781	0.786	0.791	0.796	0.802	0.807	0.807	0.808	0.808	0.809	0.809	0.810	0.810	0.810	0.811			
WV	1.000	0.976	0.951	0.903	0.854	0.851	0.849	0.853	0.858	0.863	0.868	0.872	0.879	0.886	0.893	0.899	0.906	0.905	0.903	0.902	0.901	0.899	0.897	0.894	0.892	0.889	0.887	0.884	0.882	0.879	0.877			
WY	1.000	0.882	0.764	0.651	0.537	0.489	0.441	0.454	0.466	0.479	0.491	0.503	0.523	0.543	0.563	0.583	0.603	0.601	0.600	0.599	0.598	0.597	0.605	0.613	0.621	0.629	0.637	0.645	0.653	0.662	0.670			
																																		
CO2Factors																																		
AK	128.637551																																	
AL	116.4436196																																	
AR	146.4277744																																	
AZ	103.4298782																																	
CA	64.3577425																																	
CO	120.9257871																																	
CT	117.9582831																																	
DC	126.6135030																																	
DE	131.3429625																																	
FL	89.9524643																																	
GA	114.9598676																																	
HI	205.2099915																																	
IA	88.71600431																																	
ID	114.7743986																																	
IL	134.9905194																																	
IN	140.2145629																																	
KS	109.4267091																																	
KY	115.1144251																																	
LA	155.2684633																																	
MA	119.8129731																																	
MD	126.613503																																	
ME	87.32498682																																	
MI	134.2177319																																	
MN	88.22142031																																	
MO	123.645999																																	
MS	145.0676684																																	
MT	115.1144251																																	
NC	116.0417701																																	
ND	89.1796768																																	
NE	90.75616329																																	
NH	127.7572285																																	
NJ	126.8298835																																	
NM	104.5426922																																	
NV	101.6060997																																	
NY	94.99103876																																	
OH	139.5963329																																	
OK	124.387875																																	
OR	114.0016111																																	
PA	133.5067675																																	
RI	117.7419026																																	
SC	117.0309381																																	
SD	93.90913626																																	
TN	113.5688501																																	
TX	96.59843674																																	
UT	115.2689826																																	
VA	121.6367515																																	
VT	64.1104505																																	
WA	87.47954432																																	
WI	116.7527346																																	
WV	140.6164124																																	
WY	121.0803446																																	
DistOil	78.134																																	
ResidOil	79.337																																	
NatGas	56.011																																	
LPG	65.210																																	
Coal	100.249																																	
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
